Role,Speed,Endpoint 1 Name,Endpoint 1 Type,Endpoint 1 Interface ID,Endpoint 1 Interface Name,Endpoint 1 IP,Endpoint 2 Name,Endpoint 2 Type,Endpoint 2 Interface ID,Endpoint 2 Interface Name,Endpoint 2 IP,Rack
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/28:1,10.0.16.52/31,sys001_003_058,Server,,nic-05,10.0.16.53/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/29:0,10.0.16.54/31,sys001_003_059,Server,,nic-05,10.0.16.55/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/29:1,10.0.16.56/31,sys001_003_060,Server,,nic-05,10.0.16.57/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/30:0,10.0.16.58/31,sys001_003_061,Server,,nic-05,10.0.16.59/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/30:1,10.0.16.60/31,sys001_003_062,Server,,nic-05,10.0.16.61/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/0:0,10.0.16.62/31,sys001_004_001,Server,,nic-05,10.0.16.63/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/0:1,10.0.16.64/31,sys001_004_002,Server,,nic-05,10.0.16.65/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/1:0,10.0.16.66/31,sys001_004_003,Server,,nic-05,10.0.16.67/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/1:1,10.0.16.68/31,sys001_004_004,Server,,nic-05,10.0.16.69/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/2:0,10.0.16.70/31,sys001_004_005,Server,,nic-05,10.0.16.71/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/2:1,10.0.16.72/31,sys001_004_006,Server,,nic-05,10.0.16.73/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/3:0,10.0.16.74/31,sys001_004_007,Server,,nic-05,10.0.16.75/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/3:1,10.0.16.76/31,sys001_004_008,Server,,nic-05,10.0.16.77/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/4:0,10.0.16.78/31,sys001_004_009,Server,,nic-05,10.0.16.79/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/4:1,10.0.16.80/31,sys001_004_010,Server,,nic-05,10.0.16.81/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/5:0,10.0.16.82/31,sys001_004_011,Server,,nic-05,10.0.16.83/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/5:1,10.0.16.84/31,sys001_004_012,Server,,nic-05,10.0.16.85/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/6:0,10.0.16.86/31,sys001_004_013,Server,,nic-05,10.0.16.87/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/6:1,10.0.16.88/31,sys001_004_014,Server,,nic-05,10.0.16.89/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/7:0,10.0.16.90/31,sys001_004_015,Server,,nic-05,10.0.16.91/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/7:1,10.0.16.92/31,sys001_004_016,Server,,nic-05,10.0.16.93/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/8:0,10.0.16.94/31,sys001_004_017,Server,,nic-05,10.0.16.95/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/8:1,10.0.16.96/31,sys001_004_018,Server,,nic-05,10.0.16.97/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/9:0,10.0.16.98/31,sys001_004_019,Server,,nic-05,10.0.16.99/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/9:1,10.0.16.100/31,sys001_004_020,Server,,nic-05,10.0.16.101/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/10:0,10.0.16.102/31,sys001_004_021,Server,,nic-05,10.0.16.103/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/10:1,10.0.16.104/31,sys001_004_022,Server,,nic-05,10.0.16.105/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/11:0,10.0.16.106/31,sys001_004_023,Server,,nic-05,10.0.16.107/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/11:1,10.0.16.108/31,sys001_004_024,Server,,nic-05,10.0.16.109/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/12:0,10.0.16.110/31,sys001_004_025,Server,,nic-05,10.0.16.111/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/12:1,10.0.16.112/31,sys001_004_026,Server,,nic-05,10.0.16.113/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/13:0,10.0.16.114/31,sys001_004_027,Server,,nic-05,10.0.16.115/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/13:1,10.0.16.116/31,sys001_004_028,Server,,nic-05,10.0.16.117/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/14:0,10.0.16.118/31,sys001_004_029,Server,,nic-05,10.0.16.119/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/14:1,10.0.16.120/31,sys001_004_030,Server,,nic-05,10.0.16.121/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/15:0,10.0.16.122/31,sys001_004_031,Server,,nic-05,10.0.16.123/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/15:1,10.0.16.124/31,sys001_004_032,Server,,nic-05,10.0.16.125/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/16:0,10.0.16.126/31,sys001_004_033,Server,,nic-05,10.0.16.127/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/16:1,10.0.16.128/31,sys001_004_034,Server,,nic-05,10.0.16.129/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/17:0,10.0.16.130/31,sys001_004_035,Server,,nic-05,10.0.16.131/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/17:1,10.0.16.132/31,sys001_004_036,Server,,nic-05,10.0.16.133/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/18:0,10.0.16.134/31,sys001_004_037,Server,,nic-05,10.0.16.135/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/18:1,10.0.16.136/31,sys001_004_038,Server,,nic-05,10.0.16.137/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/19:0,10.0.16.138/31,sys001_004_039,Server,,nic-05,10.0.16.139/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/19:1,10.0.16.140/31,sys001_004_040,Server,,nic-05,10.0.16.141/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/20:0,10.0.16.142/31,sys001_004_041,Server,,nic-05,10.0.16.143/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/20:1,10.0.16.144/31,sys001_004_042,Server,,nic-05,10.0.16.145/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/21:0,10.0.16.146/31,sys001_004_043,Server,,nic-05,10.0.16.147/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/21:1,10.0.16.148/31,sys001_004_044,Server,,nic-05,10.0.16.149/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/22:0,10.0.16.150/31,sys001_004_045,Server,,nic-05,10.0.16.151/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/22:1,10.0.16.152/31,sys001_004_046,Server,,nic-05,10.0.16.153/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/23:0,10.0.16.154/31,sys001_004_047,Server,,nic-05,10.0.16.155/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/23:1,10.0.16.156/31,sys001_004_048,Server,,nic-05,10.0.16.157/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/24:0,10.0.16.158/31,sys001_004_049,Server,,nic-05,10.0.16.159/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/24:1,10.0.16.160/31,sys001_004_050,Server,,nic-05,10.0.16.161/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/25:0,10.0.16.162/31,sys001_004_051,Server,,nic-05,10.0.16.163/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/25:1,10.0.16.164/31,sys001_004_052,Server,,nic-05,10.0.16.165/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/26:0,10.0.16.166/31,sys001_004_053,Server,,nic-05,10.0.16.167/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/26:1,10.0.16.168/31,sys001_004_054,Server,,nic-05,10.0.16.169/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/27:0,10.0.16.170/31,sys001_004_055,Server,,nic-05,10.0.16.171/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/27:1,10.0.16.172/31,sys001_004_056,Server,,nic-05,10.0.16.173/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/28:0,10.0.16.174/31,sys001_004_057,Server,,nic-05,10.0.16.175/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/28:1,10.0.16.176/31,sys001_004_058,Server,,nic-05,10.0.16.177/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/29:0,10.0.16.178/31,sys001_004_059,Server,,nic-05,10.0.16.179/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/29:1,10.0.16.180/31,sys001_004_060,Server,,nic-05,10.0.16.181/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/30:0,10.0.16.182/31,sys001_004_061,Server,,nic-05,10.0.16.183/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_6,Leaf,,et-0/0/30:1,10.0.16.184/31,sys001_004_062,Server,,nic-05,10.0.16.185/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/0:0,10.0.16.186/31,sys001_005_001,Server,,nic-05,10.0.16.187/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/0:1,10.0.16.188/31,sys001_005_002,Server,,nic-05,10.0.16.189/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/1:0,10.0.16.190/31,sys001_005_003,Server,,nic-05,10.0.16.191/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/1:1,10.0.16.192/31,sys001_005_004,Server,,nic-05,10.0.16.193/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/2:0,10.0.16.194/31,sys001_005_005,Server,,nic-05,10.0.16.195/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/2:1,10.0.16.196/31,sys001_005_006,Server,,nic-05,10.0.16.197/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/3:0,10.0.16.198/31,sys001_005_007,Server,,nic-05,10.0.16.199/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/3:1,10.0.16.200/31,sys001_005_008,Server,,nic-05,10.0.16.201/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/4:0,10.0.16.202/31,sys001_005_009,Server,,nic-05,10.0.16.203/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/4:1,10.0.16.204/31,sys001_005_010,Server,,nic-05,10.0.16.205/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/5:0,10.0.16.206/31,sys001_005_011,Server,,nic-05,10.0.16.207/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/5:1,10.0.16.208/31,sys001_005_012,Server,,nic-05,10.0.16.209/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/6:0,10.0.16.210/31,sys001_005_013,Server,,nic-05,10.0.16.211/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/6:1,10.0.16.212/31,sys001_005_014,Server,,nic-05,10.0.16.213/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/7:0,10.0.16.214/31,sys001_005_015,Server,,nic-05,10.0.16.215/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/7:1,10.0.16.216/31,sys001_005_016,Server,,nic-05,10.0.16.217/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/8:0,10.0.16.218/31,sys001_005_017,Server,,nic-05,10.0.16.219/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/8:1,10.0.16.220/31,sys001_005_018,Server,,nic-05,10.0.16.221/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/9:0,10.0.16.222/31,sys001_005_019,Server,,nic-05,10.0.16.223/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/9:1,10.0.16.224/31,sys001_005_020,Server,,nic-05,10.0.16.225/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/10:0,10.0.16.226/31,sys001_005_021,Server,,nic-05,10.0.16.227/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/10:1,10.0.16.228/31,sys001_005_022,Server,,nic-05,10.0.16.229/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/11:0,10.0.16.230/31,sys001_005_023,Server,,nic-05,10.0.16.231/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/11:1,10.0.16.232/31,sys001_005_024,Server,,nic-05,10.0.16.233/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/12:0,10.0.16.234/31,sys001_005_025,Server,,nic-05,10.0.16.235/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/12:1,10.0.16.236/31,sys001_005_026,Server,,nic-05,10.0.16.237/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/13:0,10.0.16.238/31,sys001_005_027,Server,,nic-05,10.0.16.239/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/13:1,10.0.16.240/31,sys001_005_028,Server,,nic-05,10.0.16.241/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/14:0,10.0.16.242/31,sys001_005_029,Server,,nic-05,10.0.16.243/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/14:1,10.0.16.244/31,sys001_005_030,Server,,nic-05,10.0.16.245/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/15:0,10.0.16.246/31,sys001_005_031,Server,,nic-05,10.0.16.247/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/15:1,10.0.16.248/31,sys001_005_032,Server,,nic-05,10.0.16.249/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/16:0,10.0.16.250/31,sys001_005_033,Server,,nic-05,10.0.16.251/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/16:1,10.0.16.252/31,sys001_005_034,Server,,nic-05,10.0.16.253/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/17:0,10.0.17.2/31,sys001_005_035,Server,,nic-05,10.0.17.3/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/17:1,10.0.17.4/31,sys001_005_036,Server,,nic-05,10.0.17.5/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/18:0,10.0.17.6/31,sys001_005_037,Server,,nic-05,10.0.17.7/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/18:1,10.0.17.8/31,sys001_005_038,Server,,nic-05,10.0.17.9/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/19:0,10.0.17.10/31,sys001_005_039,Server,,nic-05,10.0.17.11/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/19:1,10.0.17.12/31,sys001_005_040,Server,,nic-05,10.0.17.13/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/20:0,10.0.17.14/31,sys001_005_041,Server,,nic-05,10.0.17.15/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/20:1,10.0.17.16/31,sys001_005_042,Server,,nic-05,10.0.17.17/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/21:0,10.0.17.18/31,sys001_005_043,Server,,nic-05,10.0.17.19/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/21:1,10.0.17.20/31,sys001_005_044,Server,,nic-05,10.0.17.21/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/22:0,10.0.17.22/31,sys001_005_045,Server,,nic-05,10.0.17.23/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/22:1,10.0.17.24/31,sys001_005_046,Server,,nic-05,10.0.17.25/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/23:0,10.0.17.26/31,sys001_005_047,Server,,nic-05,10.0.17.27/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/23:1,10.0.17.28/31,sys001_005_048,Server,,nic-05,10.0.17.29/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/24:0,10.0.17.30/31,sys001_005_049,Server,,nic-05,10.0.17.31/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/24:1,10.0.17.32/31,sys001_005_050,Server,,nic-05,10.0.17.33/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/25:0,10.0.17.34/31,sys001_005_051,Server,,nic-05,10.0.17.35/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/25:1,10.0.17.36/31,sys001_005_052,Server,,nic-05,10.0.17.37/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/26:0,10.0.17.38/31,sys001_005_053,Server,,nic-05,10.0.17.39/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/26:1,10.0.17.40/31,sys001_005_054,Server,,nic-05,10.0.17.41/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/27:0,10.0.17.42/31,sys001_005_055,Server,,nic-05,10.0.17.43/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/27:1,10.0.17.44/31,sys001_005_056,Server,,nic-05,10.0.17.45/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/28:0,10.0.17.46/31,sys001_005_057,Server,,nic-05,10.0.17.47/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/28:1,10.0.17.48/31,sys001_005_058,Server,,nic-05,10.0.17.49/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/29:0,10.0.17.50/31,sys001_005_059,Server,,nic-05,10.0.17.51/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/29:1,10.0.17.52/31,sys001_005_060,Server,,nic-05,10.0.17.53/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/30:0,10.0.17.54/31,sys001_005_061,Server,,nic-05,10.0.17.55/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_6,Leaf,,et-0/0/30:1,10.0.17.56/31,sys001_005_062,Server,,nic-05,10.0.17.57/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/0:0,10.0.17.58/31,sys001_006_001,Server,,nic-05,10.0.17.59/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/0:1,10.0.17.60/31,sys001_006_002,Server,,nic-05,10.0.17.61/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/1:0,10.0.17.62/31,sys001_006_003,Server,,nic-05,10.0.17.63/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/1:1,10.0.17.64/31,sys001_006_004,Server,,nic-05,10.0.17.65/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/2:0,10.0.17.66/31,sys001_006_005,Server,,nic-05,10.0.17.67/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/2:1,10.0.17.68/31,sys001_006_006,Server,,nic-05,10.0.17.69/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/3:0,10.0.17.70/31,sys001_006_007,Server,,nic-05,10.0.17.71/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/3:1,10.0.17.72/31,sys001_006_008,Server,,nic-05,10.0.17.73/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/4:0,10.0.17.74/31,sys001_006_009,Server,,nic-05,10.0.17.75/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/4:1,10.0.17.76/31,sys001_006_010,Server,,nic-05,10.0.17.77/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/5:0,10.0.17.78/31,sys001_006_011,Server,,nic-05,10.0.17.79/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/5:1,10.0.17.80/31,sys001_006_012,Server,,nic-05,10.0.17.81/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/6:0,10.0.17.82/31,sys001_006_013,Server,,nic-05,10.0.17.83/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/6:1,10.0.17.84/31,sys001_006_014,Server,,nic-05,10.0.17.85/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/7:0,10.0.17.86/31,sys001_006_015,Server,,nic-05,10.0.17.87/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/7:1,10.0.17.88/31,sys001_006_016,Server,,nic-05,10.0.17.89/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/8:0,10.0.17.90/31,sys001_006_017,Server,,nic-05,10.0.17.91/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/8:1,10.0.17.92/31,sys001_006_018,Server,,nic-05,10.0.17.93/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/9:0,10.0.17.94/31,sys001_006_019,Server,,nic-05,10.0.17.95/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/9:1,10.0.17.96/31,sys001_006_020,Server,,nic-05,10.0.17.97/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/10:0,10.0.17.98/31,sys001_006_021,Server,,nic-05,10.0.17.99/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/10:1,10.0.17.100/31,sys001_006_022,Server,,nic-05,10.0.17.101/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/11:0,10.0.17.102/31,sys001_006_023,Server,,nic-05,10.0.17.103/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/11:1,10.0.17.104/31,sys001_006_024,Server,,nic-05,10.0.17.105/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/12:0,10.0.17.106/31,sys001_006_025,Server,,nic-05,10.0.17.107/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/12:1,10.0.17.108/31,sys001_006_026,Server,,nic-05,10.0.17.109/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/13:0,10.0.17.110/31,sys001_006_027,Server,,nic-05,10.0.17.111/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/13:1,10.0.17.112/31,sys001_006_028,Server,,nic-05,10.0.17.113/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/14:0,10.0.17.114/31,sys001_006_029,Server,,nic-05,10.0.17.115/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/14:1,10.0.17.116/31,sys001_006_030,Server,,nic-05,10.0.17.117/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/15:0,10.0.17.118/31,sys001_006_031,Server,,nic-05,10.0.17.119/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/15:1,10.0.17.120/31,sys001_006_032,Server,,nic-05,10.0.17.121/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/16:0,10.0.17.122/31,sys001_006_033,Server,,nic-05,10.0.17.123/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_6,Leaf,,et-0/0/16:1,10.0.17.124/31,sys001_006_034,Server,,nic-05,10.0.17.125/31,Rack_28_PoD_01
